BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,ZIPCODE,LATITUDE,LONGITUDE,WARD,QUADRANT,SALEYEAR,SALEMONTH,PRICE,PROP CLASS
1,0,Forced Air,Y,1,5,3,1937,>2000,1967,1360.0,1,2 Story,Semi-Detached,Above Average,Good,Brick/Stone,Metal- Sms,Hardwood,1,0,13,5175,20019.0,38.89002792,-76.92624301,Ward 7,NE,2013,1,219990.0,Lower
2,1,Hot Water Rad,N,1,7,3,1929,>2000,1969,1538.0,1,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1908,20011.0,38.94655234,-77.03082091,Ward 4,NW,2015,11,485000.0,Lower
1,1,Warm Cool,Y,1,6,2,1938,>2000,1964,800.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Wood Floor,1,0,11,1600,20020.0,38.85889604,-76.98637795,Ward 8,SE,2006,9,206500.0,Lower
2,0,Hot Water Rad,Y,1,6,4,1933,>2000,1964,1330.0,1,2 Story,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,2,1,12,4770,20016.0,38.92418846,-77.10039701,Ward 3,NW,2010,4,710000.0,Middle
1,1,Hot Water Rad,N,1,7,3,1932,No Remodeling,1954,1100.0,1,2 Story,Single,Average,Average,Shingle,Comp Shingle,Hardwood,1,0,12,5324,20018.0,38.93598784,-76.97084421,Ward 5,NE,2000,6,139500.0,Lower
2,0,Hot Water Rad,N,1,7,3,1937,>2000,1957,1566.0,1,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1,1,12,2958,20011.0,38.95746539,-77.00953954,Ward 4,NW,1994,10,123000.0,Lower
1,0,Forced Air,Y,1,5,2,1925,>2000,1964,840.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1274,20002.0,38.9038755,-76.97927234,Ward 5,NE,2010,9,180000.0,Lower
1,1,Forced Air,Y,1,6,3,1880,>2000,1964,1156.0,1,2 Story,Row Inside,Average,Good,Brick Veneer,Metal- Pre,Hardwood/Carp,1,1,11,1193,20001.0,38.91028182,-77.02675284,Ward 6,NW,2003,3,332750.0,Lower
3,1,Warm Cool,Y,1,8,4,1937,>2000,1969,1967.0,1,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,8191,20020.0,38.85812008,-76.95858092,Ward 7,SE,2003,10,332000.0,Lower
1,1,Forced Air,N,1,7,3,1951,No Remodeling,1951,1120.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1,0,13,1818,20017.0,38.95046838,-76.98743749,Ward 5,NE,2018,7,380000.0,Lower
1,0,Warm Cool,Y,1,7,2,1940,No Remodeling,1957,864.0,1,2 Story,Semi-Detached,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,13,2154,20019.0,38.87733129,-76.96362466,Ward 7,SE,2003,4,137000.0,Lower
2,1,Warm Cool,Y,1,7,3,1939,1971-2000,1943,1140.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,13,2875,20020.0,38.86543966,-76.94894838,Ward 7,SE,1999,11,109500.0,Lower
1,1,Warm Cool,Y,1,6,3,1905,1971-2000,1967,1292.0,1,2 Story,Semi-Detached,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,13,1121,20002.0,38.89774566,-76.99421119,Ward 6,NE,2004,7,424000.0,Lower
2,2,Warm Cool,Y,1,7,3,1999,No Remodeling,2005,1320.0,1,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,11,2342,20020.0,38.84487054,-76.97622591,Ward 8,SE,2017,5,305000.0,Lower
2,2,Warm Cool,Y,1,10,5,1915,>2000,1988,3105.0,1,3 Story,Semi-Detached,Exceptional-A,Good,Common Brick,Metal- Sms,Hardwood,1,2,13,2438,20008.0,38.91537603,-77.05152057,Ward 2,NW,2000,9,1004000.0,Middle
3,1,Warm Cool,Y,1,7,3,1974,No Remodeling,1991,2064.0,1,2 Story,Semi-Detached,Very Good,Good,Common Brick,Built Up,Hardwood,1,2,13,3001,20016.0,38.92958506,-77.07565114,Ward 3,NW,2008,9,1115000.0,Upper
3,1,Forced Air,Y,1,8,4,1932,>2000,1967,1640.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Slate,Hardwood,1,1,11,1840,20011.0,38.96563532,-77.03260406,Ward 4,NW,2016,4,685000.0,Middle
2,0,Hot Water Rad,N,1,7,3,1926,No Remodeling,1961,1136.0,1,2 Story,Row Inside,Very Good,Average,Stucco,Metal- Sms,Hardwood,1,0,11,2268,20007.0,38.91241405,-77.08290814,Ward 3,NW,2009,6,600000.0,Middle
3,1,Hot Water Rad,Y,1,8,4,1914,>2000,1967,1749.0,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,11,2111,20002.0,38.89939379,-76.99926439,Ward 6,NE,2015,9,1200000.0,Upper
2,0,Forced Air,Y,1,5,3,1925,>2000,1964,1280.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1648,20017.0,38.9272717,-76.99344891,Ward 5,NE,2010,12,310000.0,Lower
1,1,Hot Water Rad,N,1,6,4,1925,>2000,1957,1440.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood/Carp,1,0,11,1620,20002.0,38.89908768,-76.98868845,Ward 6,NE,2007,7,399000.0,Lower
3,1,Warm Cool,Y,1,8,4,1923,>2000,1969,2034.0,1,2 Story,Single,Good Quality,Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,5375,20015.0,38.97185871,-77.07036254,Ward 4,NW,2008,9,925000.0,Middle
3,1,Forced Air,Y,2,8,3,1923,>2000,1967,1890.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Neopren,Hardwood,2,2,24,1492,20002.0,38.89668482,-76.99113097,Ward 6,NE,2012,9,711750.0,Middle
1,1,Hot Water Rad,Y,1,6,3,1900,>2000,1967,1302.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,11,1223,20003.0,38.88389744,-76.98309253,Ward 6,SE,2018,6,768500.0,Middle
1,1,Forced Air,N,1,7,4,1970,No Remodeling,1977,1315.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1,0,13,2542,20019.0,38.90122994,-76.92156715,Ward 7,NE,2018,4,339000.0,Lower
2,1,Warm Cool,Y,1,8,2,1934,1941-1970,1950,2754.0,1,1.5 Story Fin,Single,Good Quality,Good,Stone/Stucco,Slate,Hardwood/Carp,1,1,12,6175,20011.0,38.94610937,-77.03933207,Ward 4,NW,1992,5,454700.0,Lower
1,0,Forced Air,Y,1,6,3,1916,>2000,1967,1408.0,1,2 Story,Single,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,12,2536,20032.0,38.84275613,-77.00233455,Ward 8,SE,2017,1,399000.0,Lower
2,0,Hot Water Rad,Y,1,6,3,1912,No Remodeling,1954,1336.0,1,2 Story,Row Inside,Average,Good,Stone,Metal- Sms,Hardwood,1,0,11,1632,20010.0,38.93471936,-77.02580482,Ward 1,NW,2006,11,525000.0,Lower
1,0,Warm Cool,Y,1,6,2,1938,No Remodeling,1947,1140.0,1,2 Story,Semi-Detached,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,13,2078,20020.0,38.86746452,-76.97874974,Ward 8,SE,1994,9,94000.0,Lower
2,1,Hot Water Rad,N,1,6,3,1900,>2000,1978,1588.0,1,2 Story,Row Inside,Average,Good,Common Brick,Neopren,Hardwood/Carp,1,2,11,1152,20003.0,38.88157799,-76.99051601,Ward 6,SE,2001,4,245000.0,Lower
3,1,Warm Cool,Y,1,6,3,1921,>2000,1972,1898.0,1,2 Story,Single,Very Good,Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,12,4400,20015.0,38.97185669,-77.06233013,Ward 4,NW,2008,10,930000.0,Middle
3,1,Forced Air,Y,1,7,3,2015,No Remodeling,2016,1584.0,1,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,11,1353,20011.0,38.96418711,-77.00440924,Ward 4,NE,2016,1,671619.0,Middle
2,1,Hot Water Rad,Y,1,6,3,1935,>2000,1969,1671.0,1,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,2,12,3720,20015.0,38.96912915,-77.06954990000001,Ward 4,NW,2003,8,676000.0,Middle
1,1,Forced Air,Y,1,7,4,1951,>2000,1970,1428.0,1,2 Story,Single,Average,Good,Stone/Siding,Comp Shingle,Hardwood,1,0,12,4313,20019.0,38.89101811,-76.92313841,Ward 7,NE,2016,6,226000.0,Lower
2,1,Warm Cool,Y,1,7,3,1957,1971-2000,1981,1350.0,1,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,4382,20016.0,38.94949106,-77.09838774,Ward 3,NW,2018,5,894500.0,Middle
1,2,Warm Cool,Y,1,9,3,1967,No Remodeling,1974,1088.0,1,1 Story,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,12,3094,20019.0,38.86925687,-76.94054141,Ward 7,SE,2005,8,280000.0,Lower
3,0,Warm Cool,Y,2,8,3,1938,No Remodeling,1954,1520.0,1,2 Story,Row End,Average,Average,Common Brick,Built Up,Hardwood,2,1,24,1643,20003.0,38.88595887,-76.97743478,Ward 6,SE,2014,9,535000.0,Lower
1,0,Warm Cool,Y,1,6,2,1942,>2000,1964,986.0,1,2 Story,Row End,Average,Good,Common Brick,Built Up,Carpet,1,0,11,2314,20020.0,38.86922843,-76.94636723,Ward 7,SE,2015,11,270000.0,Lower
2,1,Forced Air,Y,1,7,5,1940,>2000,1967,1660.0,1,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,11476,20020.0,38.87074881,-76.95291488,Ward 7,SE,2000,6,200000.0,Lower
2,0,Forced Air,Y,1,5,2,1952,>2000,1976,896.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1,0,13,2115,20011.0,38.95766696,-76.99250788,Ward 4,NE,2015,10,396000.0,Lower
4,0,Forced Air,Y,1,9,5,1952,>2000,1982,2224.0,1,2 Story,Single,Excellent,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,12,4400,20016.0,38.92394578,-77.10164144,Ward 3,NW,2011,2,1135000.0,Upper
1,1,Forced Air,Y,1,5,2,1900,>2000,1964,792.0,1,2 Story,Row End,Average,Very Good,Vinyl Siding,Metal- Sms,Hardwood/Carp,1,0,11,756,20002.0,38.89704091,-76.97581140000001,Ward 7,NE,2014,7,420000.0,Lower
3,1,Forced Air,N,2,6,4,1937,>2000,1967,1476.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,0,24,1337,20002.0,38.89303626,-76.98128707,Ward 6,NE,2013,11,600000.0,Middle
3,1,Forced Air,Y,1,7,4,2005,No Remodeling,2007,2068.0,1,2 Story,Single,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,12,6077,20032.0,38.84124986,-76.99576284,Ward 8,SE,2005,1,259051.0,Lower
3,0,Forced Air,Y,1,8,4,2010,No Remodeling,2012,1530.0,1,2 Story,Single,Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,12,2497,20019.0,38.90125788,-76.93894768,Ward 7,NE,2015,12,310000.0,Lower
1,0,Warm Cool,Y,1,6,3,1933,1971-2000,1961,1188.0,1,2 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,1,1,11,2601,20007.0,38.9094179,-77.08184496,Ward 3,NW,1994,6,292500.0,Lower
1,1,Hot Water Rad,N,1,8,3,1917,>2000,1957,1262.0,1,2.5 Story Unfin,Single,Above Average,Average,Shingle,Comp Shingle,Hardwood,1,1,12,2800,20011.0,38.96476063,-77.02487125,Ward 4,NW,1994,8,138000.0,Lower
2,1,Forced Air,Y,1,7,3,2002,No Remodeling,2007,1220.0,1,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Carpet,1,0,11,1932,20020.0,38.84604082,-76.97663251,Ward 8,SE,2002,8,139142.0,Lower
1,1,Forced Air,Y,1,7,3,1964,No Remodeling,1974,816.0,1,Split Foyer,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,12,4262,20020.0,38.86858538,-76.94343854,Ward 7,SE,1997,4,145000.0,Lower
2,0,Hot Water Rad,N,1,6,3,1928,>2000,1964,879.0,1,1 Story,Single,Average,Average,Aluminum,Shingle,Hardwood/Carp,1,0,12,3588,20020.0,38.87210476,-76.96981923,Ward 7,SE,2005,2,224999.0,Lower
2,0,Warm Cool,Y,1,6,3,1947,>2000,1960,1216.0,1,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,13,2550,20016.0,38.94689926,-77.07283656,Ward 3,NW,2010,8,621000.0,Middle
1,1,Warm Cool,Y,1,6,3,1942,1971-2000,1947,1088.0,1,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,11,1890,20020.0,38.86793959,-76.94596225,Ward 7,SE,1997,11,85000.0,Lower
4,0,Ht Pump,Y,1,11,5,2009,No Remodeling,2012,2166.0,1,2 Story,Town Inside,Average,Good,Brick/Siding,Built Up,Hardwood/Carp,1,0,11,2167,20032.0,38.83388377,-77.00560097,Ward 8,SE,2010,10,239000.0,Lower
3,1,Forced Air,Y,2,10,7,1976,No Remodeling,1986,2448.0,1,2.5 Story Fin,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,2,2,12,14038,20016.0,38.93401914,-77.07522252,Ward 3,NW,2014,6,1205000.0,Upper
1,1,Forced Air,Y,1,4,2,1920,>2000,1964,840.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1270,20002.0,38.90355143,-76.97668203,Ward 5,NE,2016,2,417600.0,Lower
3,1,Warm Cool,Y,1,7,4,1955,>2000,1977,1360.0,1,2 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood,1,1,11,3960,20015.0,38.95761313,-77.06872538,Ward 3,NW,2017,5,721000.0,Middle
3,0,Forced Air,Y,1,10,5,1973,>2000,1999,3199.0,1,1 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,3,12,12259,20012.0,38.99223124,-77.04354709999998,Ward 4,NW,2018,4,1225000.0,Upper
1,1,Forced Air,Y,1,5,2,1900,>2000,1964,768.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1,0,11,660,20002.0,38.90065938,-76.98978408,Ward 6,NE,2016,2,350000.0,Lower
1,0,Forced Air,Y,1,4,2,1951,>2000,1970,880.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1,0,13,2264,20019.0,38.89073602,-76.95843531,Ward 7,NE,2014,7,225000.0,Lower
4,0,Hot Water Rad,N,4,14,8,1944,No Remodeling,1955,2800.0,1,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood,2,0,23,4300,20032.0,38.82421642,-77.00867843,Ward 8,SW,2007,1,354375.0,Lower
1,1,Hot Water Rad,N,1,6,3,1908,1971-2000,1969,1412.0,1,2 Story,Semi-Detached,Good Quality,Average,Common Brick,Neopren,Hardwood,1,1,13,1519,20003.0,38.88191086,-76.99056449,Ward 6,SE,1994,11,130000.0,Lower
3,1,Forced Air,Y,1,8,4,2016,No Remodeling,2017,1640.0,1,2 Story,Row Inside,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,2000,20019.0,38.883263,-76.9272216,Ward 7,SE,2017,8,425000.0,Lower
2,0,Elec Base Brd,N,2,10,6,1920,No Remodeling,1969,1648.0,1,2 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood/Carp,2,0,24,884,20002.0,38.90604419,-76.99824491,Ward 6,NE,2006,5,478000.0,Lower
2,1,Warm Cool,Y,1,7,3,1937,No Remodeling,1960,1698.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,4758,20016.0,38.94378506,-77.08819756,Ward 3,NW,1997,12,267000.0,Lower
4,1,Warm Cool,Y,4,8,3,1900,No Remodeling,1972,1863.0,1,3 Story,Row Inside,Very Good,Average,Brick/Stone,Built Up,Hardwood,4,0,24,900,20009.0,38.91346975,-77.04214719,Ward 2,NW,2007,12,917000.0,Middle
3,1,Warm Cool,Y,1,11,4,2016,No Remodeling,2017,2298.0,1,2 Story,Single,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,12,6536,20032.0,38.84258425,-76.9826699,Ward 8,SE,2016,12,575440.0,Middle
2,1,Hot Water Rad,N,1,10,4,1931,No Remodeling,1963,2115.0,1,2.5 Story Fin,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,2,12,5536,20012.0,38.983667,-77.03165597,Ward 4,NW,2010,3,569900.0,Middle
1,1,Hot Water Rad,Y,1,6,3,1915,>2000,1980,1280.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1150,20003.0,38.88732681,-76.98785755,Ward 6,SE,2015,5,808000.0,Middle
1,1,Forced Air,Y,1,5,2,1977,No Remodeling,1985,1350.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Wood Floor,1,1,11,1151,20024.0,38.87227849,-77.01006378,Ward 6,SW,2001,4,135000.0,Lower
3,1,Hot Water Rad,Y,2,9,5,1912,1971-2000,1969,1550.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,2,24,1630,20003.0,38.88918353,-76.987903,Ward 6,SE,2007,4,978000.0,Middle
5,0,Forced Air,Y,1,11,4,1964,No Remodeling,1983,3042.0,1,2 Story,Single,Excellent,Good,Common Brick,Slate,Carpet,1,3,12,5750,20016.0,38.94292353,-77.09472434,Ward 3,NW,2000,11,771400.0,Middle
3,0,Hot Water Rad,Y,1,8,5,1921,No Remodeling,1960,1922.0,1,1.5 Story Fin,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1,2,12,12000,20015.0,38.96231131,-77.07816545,Ward 3,NW,2011,6,1049000.0,Upper
2,2,Warm Cool,Y,1,11,4,1927,No Remodeling,1950,2176.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,4750,20015.0,38.96469562,-77.07735275,Ward 3,NW,1997,7,289000.0,Lower
3,1,Forced Air,Y,1,8,3,1926,>2000,1964,1386.0,1,2 Story,Semi-Detached,Average,Very Good,Common Brick,Built Up,Hardwood,1,1,13,3175,20017.0,38.9286658,-76.99291089,Ward 5,NE,2014,7,737000.0,Middle
4,0,Hot Water Rad,N,4,16,4,1943,>2000,1967,2652.0,1,2 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood,4,0,23,4500,20020.0,38.85617125,-76.96758269,Ward 8,SE,2016,7,475000.0,Lower
2,0,Hot Water Rad,N,2,8,4,1900,>2000,1954,1580.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,2,0,23,1536,20002.0,38.90240007,-76.98715382,Ward 5,NE,2017,6,605000.0,Middle
3,0,Warm Cool,Y,1,9,3,1940,>2000,1972,1618.0,1,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,2925,20008.0,38.93614416,-77.06088703,Ward 3,NW,2013,6,1152125.0,Upper
1,0,Forced Air,Y,1,6,2,1938,No Remodeling,1954,870.0,1,1.5 Story Fin,Single,Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,12,6728,20011.0,38.96443763,-77.00632962,Ward 4,NE,2014,1,380000.0,Lower
2,1,Forced Air,Y,2,8,4,1928,No Remodeling,1954,1537.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood/Carp,2,0,24,1350,20011.0,38.95679653,-77.01396623,Ward 4,NW,2004,10,216000.0,Lower
3,1,Forced Air,Y,1,7,4,1921,>2000,1967,1823.0,1,2 Story,Single,Above Average,Very Good,Wood Siding,Comp Shingle,Hardwood/Carp,1,1,12,11009,20018.0,38.9312459,-76.97026476,Ward 5,NE,2013,1,505000.0,Lower
2,1,Forced Air,Y,1,6,2,1930,1971-2000,1967,1148.0,1,2 Story,Row End,Above Average,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,0,11,2729,20020.0,38.86640043,-76.9767981,Ward 8,SE,2000,9,126000.0,Lower
3,1,Hot Water Rad,Y,1,7,4,1919,>2000,1967,1796.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,2294,20010.0,38.93686261,-77.03100057,Ward 4,NW,2014,5,887500.0,Middle
1,0,Forced Air,Y,1,6,3,1926,>2000,2006,834.0,1,1 Story,Single,Average,Average,Brick Veneer,Comp Shingle,Hardwood,1,0,12,2368,20019.0,38.89956335,-76.93483993,Ward 7,NE,2006,11,253000.0,Lower
2,1,Forced Air,Y,1,8,3,1928,>2000,1978,1310.0,1,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1298,20002.0,38.90549101,-76.98709942,Ward 5,NE,2013,1,399500.0,Lower
5,0,Forced Air,Y,2,12,7,1952,>2000,1986,1748.0,1,Split Level,Single,Good Quality,Very Good,Common Brick,Slate,Hardwood,2,2,24,7500,20008.0,38.95677599,-77.06765079,Ward 3,NW,2010,3,1030000.0,Upper
2,0,Warm Cool,Y,1,7,3,1926,No Remodeling,1960,2016.0,1,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,13,3317,20011.0,38.95885392,-77.03820067,Ward 4,NW,1998,7,265000.0,Lower
2,1,Warm Cool,Y,1,7,4,1938,>2000,1972,1966.0,1,2 Story,Semi-Detached,Very Good,Good,Common Brick,Slate,Hardwood,1,1,13,4338,20016.0,38.92813328,-77.0749536,Ward 3,NW,2015,11,1200000.0,Upper
2,1,Gravity Furnac,Y,1,7,2,1923,>2000,1967,1288.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1190,20003.0,38.88666152,-76.98100002,Ward 6,SE,2016,5,696000.0,Middle
3,1,Forced Air,Y,2,12,4,1900,>2000,1980,2394.0,1,2 Story,Row End,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,2,2,24,2202,20003.0,38.88573220000001,-76.99287089,Ward 6,SE,2015,5,1437000.0,Upper
1,2,Warm Cool,Y,1,6,3,1942,No Remodeling,1957,1334.0,1,2 Story,Single,Above Average,Average,Common Brick,Slate,Hardwood,1,1,12,3868,20018.0,38.94305254,-76.97707999,Ward 5,NE,2009,10,261000.0,Lower
2,1,Hot Water Rad,Y,2,7,3,1909,>2000,1967,1276.0,1,2 Story,Row End,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,2,0,15,987,20002.0,38.89186384,-76.98387759,Ward 6,NE,2016,10,700000.0,Middle
3,2,Warm Cool,Y,1,9,4,1938,>2000,1972,1898.0,1,1.5 Story Fin,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,8338,20020.0,38.85558685,-76.96128672,Ward 7,SE,2015,7,534000.0,Lower
1,1,Warm Cool,Y,1,7,3,1951,>2000,1970,1088.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1,0,13,1760,20032.0,38.82480589,-76.99839029,Ward 8,SE,2011,12,179900.0,Lower
1,1,Hot Water Rad,Y,1,7,3,1844,No Remodeling,1975,1274.0,1,2 Story,Semi-Detached,Excellent,Average,Wood Siding,Metal- Sms,Hardwood,1,1,13,1569,20007.0,38.90639836,-77.06798428,Ward 2,NW,2016,11,999999.0,Middle
3,1,Hot Water Rad,Y,1,9,6,1910,>2000,1987,2938.0,1,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,2530,20010.0,38.93167962,-77.04213893,Ward 1,NW,2011,6,1200000.0,Upper
2,1,Hot Water Rad,Y,1,6,2,1890,>2000,1964,1064.0,1,2 Story,Row End,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,698,20003.0,38.87880154,-76.99974484,Ward 6,SE,2006,7,559000.0,Middle
1,1,Hot Water Rad,N,1,7,3,1936,1971-2000,1967,1295.0,1,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1,1,12,5614,20018.0,38.93985159,-76.97737862,Ward 5,NE,2017,10,490000.0,Lower
3,0,Forced Air,Y,1,6,3,1909,>2000,1967,1012.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,11,850,20002.0,38.89756538,-76.98011604,Ward 6,NE,2013,3,460000.0,Lower
3,0,Forced Air,Y,1,8,4,1937,No Remodeling,1969,1458.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,6000,20016.0,38.95274258,-77.09083890000001,Ward 3,NW,2017,6,950000.0,Middle
1,0,Hot Water Rad,N,1,6,3,1914,No Remodeling,1943,1812.0,1,2 Story,Row End,Average,Average,Brick/Stone,Built Up,Hardwood,1,0,11,1800,20011.0,38.95613203,-77.02422308,Ward 4,NW,2018,1,637000.0,Middle
2,0,Water Base Brd,N,1,6,3,1940,No Remodeling,1957,1224.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1800,20032.0,38.84578191,-77.00037818,Ward 8,SE,2006,8,284000.0,Lower
2,0,Hot Water Rad,Y,1,6,3,1790,>2000,1978,1080.0,1,2 Story,Semi-Detached,Excellent,Good,Common Brick,Metal- Sms,Hardwood,1,1,13,1570,20007.0,38.90761946,-77.06841711,Ward 2,NW,2017,8,1175000.0,Upper
2,0,Warm Cool,Y,1,8,4,1948,1971-2000,1975,1482.0,1,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,5043,20015.0,38.96273471,-77.06173751,Ward 4,NW,2010,5,775000.0,Middle
2,1,Forced Air,Y,1,7,3,2007,No Remodeling,2011,1476.0,1,2 Story,Row End,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,11,3672,20018.0,38.9230172,-76.95904337,Ward 5,NE,2007,3,473155.0,Lower
1,0,Hot Water Rad,N,1,6,3,1908,No Remodeling,1957,1280.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1952,20002.0,38.89810604,-76.99866472,Ward 6,NE,2000,8,465000.0,Lower
2,1,Forced Air,Y,1,6,3,1888,>2000,1967,2012.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1800,20009.0,38.91580246,-77.02877014,Ward 1,NW,2008,11,995000.0,Middle
2,0,Hot Water Rad,N,2,8,4,1924,No Remodeling,1943,1976.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,2,0,24,1493,20001.0,38.91052161,-77.01037863,Ward 5,NW,2000,11,100000.0,Lower
3,1,Forced Air,Y,1,10,3,1931,>2000,1978,1512.0,1,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1800,20011.0,38.95684524,-77.01808116,Ward 4,NW,2015,8,679000.0,Middle
1,1,Forced Air,Y,1,6,2,1900,>2000,1964,1148.0,1,2 Story,Row End,Average,Average,Wood Siding,Metal- Sms,Hardwood/Carp,1,0,11,857,20001.0,38.90631315,-77.0174844,Ward 6,NW,2000,10,90000.0,Lower
